  Name  nsuef,Email Addresshbjjb , Password 12582,Salt %^bh ,Date of Birth   ,Street Name  9x9x ,Parish   hbjjb, Zip   12582,Country  %^bh,Account Branch   ,Loyalty Pointsnsuef ,Gender  ,Contact Number  (raw) ,Signup Date 2018 ,Total Purchases  
José St. Clair,Jos.Clair.882@MAIL.KKHAIR.NET,rPEuY6WxHv48EuC&,4147503802d67589,1981/08/21,Sunset Blvd #269,St. Andrew,11191,Jamaica,Montego Bay,10521,Female,(452) 60756,2016/05/22,28
Shanice Clarke,SHANICE.CLARKE@kandk-hair.co,q@577BAj,1cc9f0e06b17c1aa,2000/03/01,Independence Ave #148,St. Michael,14927,Barbados,Oistins,9748,Female,+1 (246) 7406758,2018/07/17,47
Sofía Clarke,Sofa.Clarke@kandk-hair.co,TZH0jK5IO!An%B!*,28d1aa0964dd9644,1978/01/29,Sunset Blvd #67,St. George Basseterre,KN0101,St. Kitts & Nevis,Charlestown,3418,Non-binary,48534001276,2016/11/30,24
Khadija St. Clair,Khadija.Clair@kandk-hair.co,!i$#^sqA5^*9hQ*L,1c268bc9e8c0ade8,1989/09,Seaview Terrace #278,St. Peter Basseterre,1060,St. Kitts & Nevis,Basseterre,6597,Prefer not to say,+ 1080926166201655  ,2018/07/09,52
Sade Baptiste,Sade.Baptiste@loyalty.kkhair.com,G83JaagX,ad491b2dcb8a3458,1978-04-30,Market Street #242,Vieux Fort,LC10 201,St. Lucia,Castries,6605,Prefer not to say,608-3570-1703,2016/04,38
Tyrone Núñez,Tyrone.Nez.341@kkhairemporium.com,dJiBIb3i,fff48a4836bc809a,1996/08,Bamboo Crescent #194,Dennery,LC12 301,St. Lucia,Vieux Fort,464,Non-binary,+1 (758) 3940598026,2017/05/28,83
D’Andre Campbell,DAndre.Campbell@kandk-hair.co,7yNtfD,eef9debb392d8560,1966/08/02,Queen's Road #267,St. Peter,BB23026,Barbados,Bridgetown,18695,Prefer not to say,332-6058,2017/07/27,53
 Dwayne Núñez  ,DWAYNE.NEZ_394@mail.kkhair.net,Vl^l7*,94cba9d0d474e47f,2000/02/02,Palm Grove #78,San Fernando,TT8725,Trinidad & Tobago,Chaguanas,1855,Female,654870847795,2016/05/24,56
Latoya Brathwaite,Latoya.Brathwaite@kkhairemporium.com,$iTiP@hMV$Xv,68ed6040fc247c35,1957/07/01,Queen's Road #46,Arima,00000,Trinidad & Tobago,Chaguanas,21202,Prefer not to say,(182) 0706690107923,2016/10/27,18
Rashida Singh,Rashida.Singh@mail.kkhair.net,fFOf1!P6$0%C,6abe0fe73563aaa1,1983/07/22,Bay Street #17,Chaguanas,TT2533,Trinidad & Tobago,San Fernando,20246,Male,444-0458-8311,2017/09,6
Jéssica Williams,Jssica.Williams@kandk-hair.co,PY&je4,ee14798bd98df907,1992/12/21,Harbour View #153,St. Peter,BB14000,Barbados,Warrens,7141,Male,(573) 78315975,2016/11/24,90
Renée Greenidge,Rene.Greenidge@KANDK-HAIR.CO,QVMuDD,2cb2b87dc0e699cf,1989/11,Sunset Blvd #177,Clarendon,56758,Jamaica,Spanish Town,2697,Prefer not to say,+ 91617050  ,2016/12/05,85
Tia Ramdeen,TIA.RAMDEEN@kkhairemporium.com,9XhGA!5Kdq,4c97604db0c536dc,1966/01/17,Harbour View #213,St. Thomas,BB14000,Barbados,Bridgetown,4572,Non-binary,(634) 202223499,2016/05,26
Kirsten Charles,Kirsten.Charles@,PtMJZp,0567b2e9cbd94c13,1977/02/05,Independence Ave #195,San Fernando,TT6844,Trinidad & Tobago,Chaguanas,12497,Non-binary,922-7764-1,2016/04/02,118
Sade Clarke,Sade.Clarke.214@loyalty.kkhair.com,Z9sx&&DaM8,728b8c2bf964b238,1996/02/02,Mango Tree Drive #163,St. Peter Basseterre,KN0302,St. Kitts & Nevis,Charlestown,264,Non-binary,954377,2018/05/20,24
José Joseph,Jos.Joseph@MAIL.KKHAIR.NET,kPliGD39,530f2e31cad94ae1,2004/02/27,Palm Grove #74,St. Peter,BB17001,Barbados,Bridgetown,23641,Female,+1 (246) 42306002,2017/01,55
Chloë  St.  Clair,CHLO.CLAIR@kandk-hair.co,Ltd Z09,a28a403cd76444%^,1975/10/28,Coral Ridge #67,Gros Islet,LC04 101,St. Lucia,Gros Islet,12379,Male,(019) 011348433,2017/01/29,22
Aaliyah Joseph,Aaliyah.Joseph.613@@loyalty.kkhair.com,QqBMx#ZMM4,058dd6851b7def78,2004/05/10,Queen's Road #91,Micoud,LC10 201,St. Lucia,Gros Islet,13263,Female,(266) 55914,2018/03,47
Noël van der Kringle,Nol.Kringle@loyalty.kkhair.com,FZVuK4IY,a7a6d4a7496cf493,1962/05,Mango Tree Drive #215,St. Andrew,39439,Jamaica,Montego Bay,6963,Non-binary,8586390616,2016/10/28,60
Chloë Campbell,Chlo.Campbell@kkhairemporium.com,,,,,,,,,,,,,
 Tanesha Joseph  ,Tanesha.Joseph-720@,05d0CB,313c35b03c781267,1979/05,Bay Street #215,St. John Figtree,KN0503,St. Kitts & Nevis,Charlestown,3289,Non-binary,+ 984101  ,2018/10/07,4
Tanesha  Núñez,Tanesha.Nez@KKHAIREMPORIUM.COM,uet^11pZ*e,21794368a98416a6,1960/07/04,Coral Ridge #50,St. Thomas,BB14000,Barbados,Bridgetown,17810,Prefer not to say,+1 (246) 157117,2016-10-03,12
Renée Grant,Rene.Grant@MAIL.KKHAIR.NET,lLlpq&6MOr!jB38$,c9d62721f93c3957,1965/09/03 ,Bay Street #25,St. George Basseterre,KN0101,St. Kitts & Nevis,Sandy Point,7136,Non-binary,696-261,2017-06-02,43
Sade Browne,Sade.Browne_649@loyalty.kkhair.com,7*J%^T,9710b3adebc6bb94,1971/07/12,Sugar Cane Way #45,St. James,61080,Jamaica,Kingston,24917,Non-binary,+ 5046070014  ,2017/07/16,28
Anaïs Alleyne,Anas.Alleyne_807@MAIL.KKHAIR.NET,a00*hI,3f440fd5633b5474,1971/03,Independence Ave #146,St. Michael,BB23026,Barbados,Warrens,10706,Male,35999400410,2017/07/02,102
Marlon Holder,Marlon.Holder@kkhairemporium.com,yO4sv^qa3L,bf1e704020939a79,1984/11/13,Independence Ave #262,St. Peter,BB23026,Barbados,Warrens,15385,Prefer not to say,+ 7428021889306357  ,2016/02/21,29
Rashida Ramdeen,Rashida.Ramdeen@mail.kkhair.net,ZbOQPS@V,90850dd19b4d0c21,1992/09/17,Hibiscus Lane #232,Chaguanas,00000,Trinidad & Tobago,Port of Spain,13076,Non-binary,761-3681,2016/04/29,28
Khadija Lewis,Khadija.Lewis.870@mail.kkhair.net,xPb&KxEsGwBM,182e493aa7c3aaae,1957/08/01,Cedar Park #256,St. George,BB14000,Barbados,Bridgetown,9094,Male,70333295,2017/08/19,119
Noël Forde,NOL.FORDE@domain_with_space.KANDK-HAIR.CO,3Yxl4um!,544092de53b75cc6,1955/06/12,Independence Ave #182,St. Ann,02,Jamaica,Kingston,19214,Male,+1 (876) 04850220619,2017/05/05,27
Kofi Campbell,Kofi.Campbell.23@kandk-hair.co,mWsxRWJ@i$VT,90e4709b6472cee2,1988/10/22,Sugar Cane Way #148,Gros Islet,LC04 101,St. Lucia,Vieux Fort,3875,Non-binary,+1 (758) 5391177666505276,2016-02-24,20
Keisha García,Keisha.Garca@kkhairemporium.com,qFioY94d,fd6a7446f3b424c9,1987/12/25,Bay Street #255,St. George Basseterre,KN0503,St. Kitts & Nevis,Basseterre,19866,Non-binary,(000) 3753,2016/10,89
Rohan Williams,Rohan.Williams@mail.kkhair.net,&Hn!z@0RjRA^,3380cb5dc95de7b2,1998/10,Coconut Walk #162,St. James,BB17001,Barbados,Warrens,11974,Prefer not to say,697-6487-8,2018/05/22,35
Dwayne St. Clair,DWAYNE.CLAIR@loyalty.kkhair.com,1PX&Qosg,4edf57a0e6884243,1988/04/22,Independence Ave #76,St. Peter Basseterre,5795,St. Kitts & Nevis,Sandy Point,18025,Female,579-7251-8,2016/04/16,26
 Chloë Singh  ,Chlo.Singh@kandk-hair.co,hIO iY!Z4,6d74d60324401984,1977/09/16,Cedar Park #279,St. Andrew,37854,Jamaica,Montego Bay,22141,Prefer not to say,828967,2016/06/24,48
Noël Brathwaite,NOL.BRATHWAITE@kandk-hair.co,JgoysHVlBVga,a9c3fb1161982191,1960/09/24 ,Harbour View #261,St. James,BB17001,Barbados,Warrens,6256,Female,+1 (246) 83747558,2016/03/27,1
Sofía Alleyne,SOFA.ALLEYNE-563@loyalty.kkhair.com,,,,,,,,,,,,,
Tia De la Cruz,TIA.CRUZ@kkhairemporium.com,22!Aazat$R,e5fcd78a2b15a4b9,1976-05-26,Market Street #240,San Fernando,TT9768,Trinidad & Tobago,San Fernando,4098,Female,+1 (868) 738277771184,2016/09/19,61
Sofía Alleyne,SOFA.ALLEYNE@KKHAIREMPORIUM.COM,JsyLL!Bg,fef3d3f3cbdbcced,1988/11/17,Hibiscus Lane #100,St. Thomas Lowland,KN0101,St. Kitts & Nevis,Basseterre,20152,Non-binary,2426537,2017/01/08,11
Keisha Dottin,Keisha.Dottin@loyalty.kkhair.com,1go Q@okQ,312c4d0014cb68ea,2004/11/28,Hibiscus Lane #113,St. Thomas Lowland,KN0302,St. Kitts & Nevis,Sandy Point,16121,Female,+ 21496791463  ,2018/10,81
Noël Grant,Nol.Grant@kkhairemporium.com,02Us%sNY,85f4901140c129c0,1957/02/28,Queen's Road #144,San Fernando,00000,Trinidad & Tobago,San Fernando,21354,Male,+1 (868) 033563693010,2016/03/18,67
Devon Campbell-Baptiste,DEVON.CAMPBELL-BAPTISTE@kkhairemporium.com,QJi Q*xgD,87edd27dc50244d2,2006/4/28,Mango Tree Drive #132,St. John Figtree,KN0503,St. Kitts & Nevis,Charlestown,7218,Female,+ 1058330967397984  ,2016/07/12,15
Tyrone De la Cruz,Tyrone.Cruz@loyalty.kkhair.com,Z!29m$,c46d7db02c5ec555,1994/01/09,Cedar Park #264,Castries,4190,St. Lucia,Vieux Fort,13011,Female,(522) 8989074,2017-05-10,72
Jamal Williams,Jamal.Williams-998@#.MAIL.KKHAIR.NET,V&dOdjLp,3caf624bcb2e23__,1987/05/24,Palm Grove #95,St. Thomas Lowland,KN0302,St. Kitts & Nevis,Charlestown,14654,Prefer not to say,+1 (869) 70302930,2016/11/03,1
Chloë Joseph,CHLO.JOSEPH_412@loyalty.kkhair.com,y0A pcXvf,f60485cd48eb7f90,1984/04/21,Bamboo Crescent #48,St. Peter,BB23026,Barbados,Warrens,12813,Non-binary,+ 7406873544  ,2017/03/24,92
Tanesha Alleyne,Tanesha.Alleyne@mail.kkhair.net,I#zLDT2u,f6dc9a740efbf097,1991/08/26,Coral Ridge #288,Christ Church,BB23026,Barbados,Warrens,7990,Prefer not to say,+1 (246) 58050450509,2017/07/05,21
Andre Greenidge,Andre.Greenidge@kandk-hair.co,D!sOISaEdi1r,b3b1409a05396a72,1996/08/17,Bamboo Crescent #120,St. Peter,39333,Barbados,Oistins,24852,Non-binary,+1 (246) 1112359,2016/12/07,23
Anaïs Lewis,ANAS.LEWIS@LOYALTY.KKHAIR.COM,@C^ySSLRkH,d127a32f9bba7e1d,1971/09/24,Sunset Blvd #213,Diego Martin,36187,Trinidad & Tobago,San Fernando,12624,Female,+1 (868) 2157562641260848,2018/06/24,1
Kofi Núñez Ramdeen,Kofi.Ramdeen_946@loyalty.kkhair.com,hNQeQ*sq14Dm,68719b29414b7c__,1967/12/27,Bamboo Crescent #122,St. George Basseterre,KN0503,St. Kitts & Nevis,Basseterre,15446,Non-binary,+ 5767299115490443  ,2018/12,25
Marlon Best,Marlon.Best_703@kandk-hair.co,pnPc0so7qXRi,653d421f74537c2a,1996/04/24,Mango Tree Drive #59,Castries,LC10 201,St. Lucia,Vieux Fort,16837,Prefer not to say,074-5991-530,2017/10/12,103
Shanice Williams,Shanice.Williams@MAIL.KKHAIR.NET,NShvO#Z5,1718068deb9247ZZ,2004/04/17,Mango Tree Drive #89,Kingston,02,Jamaica,Kingston,8013,Non-binary,0184220138,2016/12/12,30
Andre Dottin,Andre.Dottin@mail.kkhair.net,C1bE&l9FWb7$,9fdf5110b42831f0,1993/11,Market Street #187,St. Ann,95748,Jamaica,Kingston,5908,Male,085-1191-944,2018/01/14,60
Kofi Alleyne,KOFI.ALLEYNE-511@kkhairemporium.com,##1s2E,c34cce70bbf6e36f,1959/03,Independence Ave #112,Clarendon,97453,Jamaica,Kingston,9893,Non-binary,6627633041176142,2016/07/28,37
Marlon Johnson,Marlon.Johnson@MAIL.KKHAIR.NET,XOW&X$9cBW,70087f7c72b5435f,1989/5/22,Hibiscus Lane #144,St. George Basseterre,KN0503,St. Kitts & Nevis,Basseterre,12357,Male,(118) 72282471,2016/02/11,14
José Ramdeen,Jos.Ramdeen@mail.kkhair.net,,,,,,,,,,,,,
Jamal Dottin,Jamal.Dottin@mail.kkhair.net,oXCy1pEj,a811917f5b9ba7ad,1976/01/12,Bay Street #281,St. Peter,BB17001,Barbados,Warrens,9124,Male,(225) 51741925,2016/05/16,107
Anaïs Baptiste,Anas.Baptiste.187@KANDK-HAIR.CO,YDH THmAGODmOXBgF,fca1d9be48153ef6,1963/05/04,Market Street #33,Castries,LC10 201,St. Lucia,Vieux Fort,15416,Male,707-2173-402,2016/12/17,94
Jamal St. Clair,Jamal.Clair@kkhairemporium.com,E3ONbm*m,99859840587b09ed,1963-02-25,Sugar Cane Way #264,Soufrière,LC12 301,St. Lucia,Gros Islet,8977,Female,+ 94147539891  ,2018/08/15,39
 Dwayne García  ,Dwayne.Garca_395@#.kkhairemporium.com,dzOXOI,5157fccdd55b77c2,1963/05/02,Seaview Terrace #278,St. Ann,07,Jamaica,Spanish Town,7552,Non-binary,(424) 0662,2017/01/19,24
D’Andre Grant,DAndre.Grant@KANDK-HAIR.CO,W3G e#3UKwKFwXrQR,86a0b5b8f07dd9a6,1963/08/16,Mango Tree Drive #208,St. Catherine,43897,Jamaica,Kingston,18004,Male,(099) 542,2018/07/21,35
Zoë O'Connor,Zo.OConnor@mail.kkhair.net,H6c0n6c3gkH4kkdB,8e3acfbdda0a2d03,1981/3/30,Bay Street #93,Gros Islet,LC10 201,St. Lucia,Gros Islet,20011,Prefer not to say,(850) 45056693,2017/09/28,105
Mikaël Browne,Mikal.Brownekandk-hair.co,MeqQhE,fd5c92d797d1c6ab,1962-08-03,Sunset Blvd #73,Soufrière,9999,St. Lucia,Vieux Fort,10926,Female,930-4852-775867036,2016/10/27,24
Rohan Lewis,Rohan.Lewis@mail.kkhair.net,n&jtzCV4,2f1e73e98beed5d4,1990/03/16,Queen's Road #22,Arima,90511,Trinidad & Tobago,San Fernando,16246,Non-binary,44348529537,2017/06,111
Jéssica Pérez,Jssica.Prez@kkhairemporium.com,17TkN4SzMljO,66111181dbcb4798,2002/02/17,Bamboo Crescent #171,St. Philip,96143,Barbados,Warrens,8060,Non-binary,326-6000,2016/02,73
Keisha Morris,Keisha.Morris@LOYALTY.KKHAIR.COM,#ZOklnO#B5JZ2jNN,d2df08edcc40b4bc,1988-08-20,Seaview Terrace #35,St. James,BB17001,Barbados,Oistins,7587,Female,(292) 764054739,2016/12,8
Andre  Holder  Núñez,Andre.Nez@mail.kkhair.net,lG6#RvH6MMqayPHK,57f7b2dd9ff93626,1961/11/06,Hibiscus Lane #5,Gros Islet,LC12 301,St. Lucia,Castries,8766,Prefer not to say,+ 5815398852178955  ,2016-04-28,66
José Hernández,Jos.Hernndez@mail.kkhair.net,W6SwB&,379211628c684595,1988/03/11,Sugar Cane Way #124,Castries,LC10 201,St. Lucia,Castries,16875,Non-binary,+1 (758) 7341146,2017/05/25,112
Kareem Thompson,Kareem.Thompson_828@loyalty.kkhair.com,lmg0UMOO603ENPMp,534d8a41d9230d3c,1989/02/20,Sunset Blvd #9,Castries,LC10 201,St. Lucia,Castries,21762,Non-binary,+1 (758) 1682682,2016/06/20,63
Sofía van der Kringle,Sofa.Kringle@MAIL.KKHAIR.NET,I@labSDr,bf44e165401e8af4,1972/03/02,Sunset Blvd #75,Micoud,LC04 101,St. Lucia,Gros Islet,10966,Male,+1 (758) 058028606048,2017/01/07,53
Noël Grant,NOL.GRANT@loyalty.kkhair.com,k##Q3YHAem,abd47fecbd726c1d,1967/05/21,Palm Grove #46,Castries,4170,St. Lucia,Castries,9156,Prefer not to say,+ 9471990380351489  ,2017-10-22,71
 José Ramdeen  ,Jos.Ramdeen-829@ kkhairemporium.com,qETl08BhQCqY,8cdac45b55503647,1958/09/29,Market Street #264,St. Catherine,80146,Jamaica,Spanish Town,13841,Prefer not to say,+ 7809645837  ,2017/07/28,106
Latoya Brathwaite,Latoya.Brathwaite-331@loyalty.kkhair.com,u#!J&6JliL^Xu24P,3fd8a78dba2bd93c,1993/04,Sugar Cane Way #5,St. George Basseterre,KN0503,St. Kitts & Nevis,Charlestown,16525,Male,(163) 015,2016/11/13,35
Tyrone Joseph,Tyrone.Joseph@kandk-hair.co,%G3gk#,8066902a7e7bccf3,1984/4/10,Harbour View #9,St. Catherine,08,Jamaica,Montego Bay,1340,Prefer not to say,4627205364,2016/05/08,88
José Joseph,Jos.Joseph@kandk-hair.co,vkTPBF,feaa425c5d86bcf8,1990-06-23,Market Street #12,St. Ann,16,Jamaica,Spanish Town,18434,Female,+1 (876) 81775512944,2017/09/20,21
Rohan De la Cruz,Rohan.Cruz.779@kandk-hair.co,8I443SWOe9cUPMHA,97dff3ad54081fc7,1965/02/05 ,Queen's Road #238,Soufrière,LC04 101,St. Lucia,Vieux Fort,1564,Female,547734,2017/06/22,9
José Charles,Jos.Charles@LOYALTY.KKHAIR.COM,I!NmY&QV7B,a474bbb0bf9fb3__,1978/07/20,Sunset Blvd #100,Soufrière,LC10 201,St. Lucia,Castries,24302,Non-binary,040-7146-971,2018/10/06,62
Dwayne Johnson,Dwayne.Johnson@kandk-hair.co,ep7dyXmcj6Sd,13e1ce81fd5aa3c4,1987/10/05,Bamboo Crescent #122,Clarendon,86726,Jamaica,Montego Bay,13166,Male,367-3558-9,2018/09/28,16
Rashida Charles,Rashida.Charles@loyalty.kkhair.com,ajIyg7Nv@ND3ZCO9,de280601e7bdb4c0,1985/09,Seaview Terrace #213,St. Andrew,87502,Jamaica,Spanish Town,2238,Male,866-9112-2321,2016/12/06,20
Keisha Núñez,Keisha.Nez@kandk-hair.co,YO5HIWVBxV,a89233a26ce60a41,2003-06-08,Coral Ridge #111,Diego Martin,66208,Trinidad & Tobago,Port of Spain,17598,Non-binary,+ 7146220148333540  ,2016/08/15,21
Rohan Núñez,Rohan.Nez@mail.kkhair.net,fb1 93n*E7WsV,df2d53f419c193__,1969/07/09,Coconut Walk #169,St. John Figtree,5205,St. Kitts & Nevis,Sandy Point,9781,Female,+1 (869) 91605390649,2018/09/23,29
Tyrone Brathwaite,TYRONE.BRATHWAITE@KKHAIREMPORIUM.COM,myY*sY7b7J,a727c4a5c0453d0e,1979/10/17,Independence Ave #119,Gros Islet,LC10 201,St. Lucia,Vieux Fort,9766,Male,+ 910657351745  ,2018/02/11,98
Jamal Clarke,JAMAL.CLARKE@kkhairemporium.com,lQV$9bCR,e3ff2f061bde1924,1989-04-08,Sunset Blvd #201,Vieux Fort,LC10 201,St. Lucia,Vieux Fort,20683,Non-binary,(376) 8418,2018/04/06,110
Noël Morris Grant,Nol.Grant@mail.kkhair.net,k8EfDCwH,deaf8a309819e632,1989-09-20,Queen's Road #149,San Fernando,73392,Trinidad & Tobago,Chaguanas,19125,Non-binary,9476111079764754,2017/12/20,59
Khadija Ramdeen,Khadija.Ramdeen@loyalty.kkhair.com,Ab#HW^,d0dc5d264df1eeee,1997-01-08,Seaview Terrace #106,Manchester,19,Jamaica,Montego Bay,7301,Prefer not to say,+1 (876) 9271107351,2018/05/09,84
Kirsten Charles,KIRSTEN.CHARLES@kandk-hair.co,gsBDGJWc,0c870cb46aeca492,1985/10,Sugar Cane Way #25,St. Michael,BB23026,Barbados,Warrens,17401,Non-binary,+ 87531198  ,2017/06/08,44
 Mikaël Williams  ,Mikal.Williams@loyalty.kkhair.com,,,,,,,,,,,,,
Shanice Campbell,SHANICE.CAMPBELL_20@LOYALTY.KKHAIR.COM,!NRktcsuak!UMUIi,f4218cd4ea03b5ce,1970/04/29,Hibiscus Lane #204,Port of Spain,73082,Trinidad & Tobago,San Fernando,24082,Male,0958723,2017/03/18,90
Kirsten Morris,KIRSTEN.MORRIS@kandk-hair.co,I&R #m6,b13dff404b24134b,1975/05/09,Coral Ridge #231,St. Peter,BB23026,Barbados,Oistins,21215,Male,7958291585511639,2016/06/19,21
Mikaël Pérez,Mikal.Prez@kkhairemporium.com,M7E0uXqS,7259fe7def589696,1985/09/26,Coral Ridge #237,St. George,BB17001,Barbados,Oistins,12333,Non-binary,+1 (246) 1564380299,2017/04/08,68
Chloë Grant,Chlo.Grant@kkhairemporium.com,,,,,,,,,,,,,
Khadija O'Connor,Khadija.OConnor@kandk-hair.co,1199kTFcvv,59e7ca0164011d9e,1982/12/20,Mango Tree Drive #258,St. John Figtree,KN0503,St. Kitts & Nevis,Sandy Point,8513,Female,+ 423169792067  ,2017/07,28
Rohan Grant,Rohan.Grant-875@kandk-hair.co,Sw$8CQ6z,3770f78a76157d93,1968/9/7,Mango Tree Drive #130,St. George Basseterre,KN0503,St. Kitts & Nevis,Basseterre,23415,Prefer not to say,033-5051,2016/09/14,16
Jamal García St. Clair,Jamal.Clair@kkhairemporium.com,gIttMRYNjk,5bb24a71f227b0b7,1982/10/26,Coconut Walk #36,Micoud,LC04 101,St. Lucia,Gros Islet,22675,Prefer not to say,5571663282463061,2016-10-01,9
Renée Holder,Rene.Holder_470@mail.kkhair.net,thOX#T156j,6d0113129d3164f3,1973-08-01,Bamboo Crescent #201,St. George Basseterre,KN0302,St. Kitts & Nevis,Charlestown,17137,Female,+ 8785185690  ,2016/03/13,48
Tia Dottin,Tia.Dottin_13@mail.kkhair.net,aoL5ty6A,90e7071ceb38b96d,1962/2/15,Mango Tree Drive #135,Micoud,1578,St. Lucia,Gros Islet,17263,Prefer not to say,518-5711-645,2017/12/20,101
Anaïs Alleyne,ANAS.ALLEYNE_939@mail.kkhair.net,erS^S2,67fff7063cff35d3,2004/02/13,Independence Ave #7,Castries,LC12 301,St. Lucia,Vieux Fort,1886,Male,+ 45500549  ,2018/11,92
Renée Ramdeen,Rene.Ramdeen@mail.kkhair.net,9rNWmYBbzKF^Chdd,97a5970f83eda8dc,1999/07/19,Queen's Road #52,St. George,89381,Barbados,Bridgetown,4760,Non-binary,+1 (246) 7560022,2016/09/22,36
Kareem Alleyne,Kareem.Alleyne@kandk-hair.co,fHn%v#bRi0Z3f*ox,4f98f1c6d2a4fca9,1968-12-06,Independence Ave #133,St. Philip,BB17001,Barbados,Warrens,17586,Prefer not to say,137-3714,2017/04,107
Sofía Charles Williams,Sofa.Williams-807@kkhairemporium.com,0aXkdH6l#pnqOWsM,d6921782826233%^,1962/09/16,Hibiscus Lane #81,St. James,BB14000,Barbados,Warrens,19242,Female,47085609,2016-04-07,115
Jermaine Johnson,JERMAINE.JOHNSON@#.kkhairemporium.com,XIO8qt6P8I,e8076e88e07737c9,1991/04/17,Sunset Blvd #3,Diego Martin,00000,Trinidad & Tobago,San Fernando,24873,Prefer not to say,+1 (868) 31805763,2016/03/15,68
Tia van der Kringle,TIA.KRINGLE@mail.kkhair.net,hJ4L%Z,9c882e07c301ee02,1974/11/28,Queen's Road #294,St. Thomas Lowland,KN0302,St. Kitts & Nevis,Basseterre,14553,Female,+ 171960  ,2017/07/23,21
Tanesha Grant,Tanesha.Grant@mail.kkhair.net,%M0RVuDn,067b70195ccb6c3f,1995/12,Mango Tree Drive #111,St. George,49772,Barbados,Oistins,5071,Non-binary,+ 72385865392  ,2018/03/05,84
Tanesha St. Clair Campbell,Tanesha.Campbell@MAIL.KKHAIR.NET,UUm9DO,433c4a0c6b8c9c%^,1984/05/24 ,Palm Grove #119,St. George,BB23026,Barbados,Oistins,4335,Prefer not to say,+1 (246) 186692552905,2016/12/21,6
Andre De la Cruz,ANDRE.CRUZ@kkhairemporium.com,1j6yHG,242701469c1cf466,1978/08/28,Market Street #64,St. Thomas,98639,Barbados,Oistins,8028,Prefer not to say,(556) 1922188220631,2018-03-25,15
Tia Forde,TIA.FORDE@kandk-hair.co,3E2#yO,2ded80747275a44c,1964/02,Bay Street #124,Diego Martin,TT5260,Trinidad & Tobago,Chaguanas,18601,Non-binary,+1 (868) 2252964448436868,2016/08/25,100
 Marlon Morris  ,MARLON.MORRIS.512@mail.kkhair.net,hXv9^9gvTm,08c7e53d5cc0646a,1961/07/02,Palm Grove #90,Manchester,55180,Jamaica,Montego Bay,7450,Prefer not to say,+1 (876) 9395795519247411,2017/03,118
Shanice Thompson,Shanice.Thompson@MAIL.KKHAIR.NET,ULu AAdb*,c714584e7531f625,1975/08/05,Queen's Road #149,Arima,00000,Trinidad & Tobago,Port of Spain,15464,Male,+1 (868) 197084,2018/08/20,86
Kirsten De la Cruz,Kirsten.Cruz@kandk-hair.co,PTQ lccUk,39844d56106d0e44,1958/06,Seaview Terrace #271,Christ Church,BB17001,Barbados,Oistins,8903,Male,+1 (246) 4375391692809166,2018-05-14,100
Kofi Alleyne,Kofi.Alleyne_879@kkhairemporium.com,icXm3YH7ad,99a03a3fd94d5049,1987-03-06,Cedar Park #10,Couva-Tabaquite-Talparo,TT7683,Trinidad & Tobago,Chaguanas,23104,Prefer not to say,+1 (868) 315255,2017/05/15,17
Sofía Morris,Sofa.Morris@mail.kkhair.net,hN@ZwRzUfn,a5aad5ee5c172e80,1956/10/13,Queen's Road #274,St. Paul Charlestown,1114,St. Kitts & Nevis,Basseterre,17811,Prefer not to say,+ 422935  ,2017/11,98
Renée  O'Connor,Rene.OConnor@loyalty.kkhair.com,@lny5CcNQ70s,8a32c0be13b55366,2001/10/20,Harbour View #32,Castries,LC10 201,St. Lucia,Gros Islet,15024,Prefer not to say,+ 128989930746  ,2016-08-27,93
Kofi Dottin,KOFI.DOTTIN@@mail.kkhair.net,YgCB%!*%Ts,c387ec7100f7f998,1977/08/31,Coconut Walk #142,St. George Basseterre,1708,St. Kitts & Nevis,Sandy Point,19055,Male,+1 (869) 626543475916,2017/06/14,74
Rohan Núñez,Rohan.Nez@kkhairemporium.com,2U#O5#C@Q1jW9^NB,1f61e3eec36a00f6,1969-01-22,Hibiscus Lane #257,St. Thomas Lowland,KN0101,St. Kitts & Nevis,Basseterre,6196,Prefer not to say,+ 99528502312  ,2018/03/15,20
Marlon Brathwaite,MARLON.BRATHWAITE@mail.kkhair.net,yrqFI9,9da17babbe1411d3,1961/08,Coconut Walk #136,Chaguanas,83872,Trinidad & Tobago,San Fernando,3642,Male,(893) 912,2016-01-30,41
Jermaine O'Connor,Jermaine.OConnor.665@kandk-hair.co,XLK1TFaGVV,aa14d6ad0fff9674,1972/03/13,Coral Ridge #32,St. James,98915,Barbados,Bridgetown,957,Male,(369) 626902220,2018/02,86
Tia Johnson,TIA.JOHNSON@,nwehAAGNe6,f53c5267725c430a,1998-02-05,Independence Ave #214,St. Michael,BB17001,Barbados,Bridgetown,16741,Male,774270549857,2018-06-30,114
Sofía Williams Campbell,Sofa.Campbell@kkhairemporium.com,1gLH11U#,48fd0d0d8e48a5be,2004/05/09,Coconut Walk #241,St. John Figtree,KN0503,St. Kitts & Nevis,Basseterre,14467,Female,+ 9465777061298897  ,2016/11/09,19
Khadija Morris,Khadija.Morris-704@kkhairemporium.com,,,,,,,,,,,,,
Latoya  Jean-Baptiste,Latoya.Jean-Baptiste@KKHAIREMPORIUM.COM,hKCC2V4W5t,9d21a22101f13fb0,1956/01/23 ,Independence Ave #179,Couva-Tabaquite-Talparo,00000,Trinidad & Tobago,Chaguanas,24988,Male,920-1029-75997,2018/08/01,83
